epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
89,32.4868,1.55222,1.45392,0.74553,0.81042,0.96679,0.93253,0.59251,1.31112,0.87999,0.77249,8.59096e-05,8.59096e-05,8.59096e-05
90,32.8266,1.5216,1.64409,0.76494,0.81042,0.96679,0.93253,0.59251,1.31112,0.87999,0.77249,7.93063e-05,7.93063e-05,7.93063e-05
91,33.6503,1.3568,1.75422,0.78371,0.81407,0.96411,0.93517,0.58448,1.32741,0.88348,0.77351,7.2703e-05,7.2703e-05,7.2703e-05
92,34.0086,1.43083,1.73305,0.77428,0.82643,0.93634,0.94323,0.60186,1.32884,0.8884,0.77283,6.60997e-05,6.60997e-05,6.60997e-05
93,34.3541,1.3249,1.6794,0.78744,0.82643,0.93634,0.94323,0.60186,1.32884,0.8884,0.77283,5.94964e-05,5.94964e-05,5.94964e-05
94,34.7033,1.23319,1.57303,0.78368,0.82003,0.93708,0.94307,0.6048,1.32971,0.89272,0.77339,5.28931e-05,5.28931e-05,5.28931e-05
95,35.06,1.31674,1.70306,0.7725,0.83548,0.92141,0.94562,0.59644,1.33067,0.89892,0.77351,4.62898e-05,4.62898e-05,4.62898e-05
96,35.3974,1.35239,1.7132,0.75629,0.83548,0.92141,0.94562,0.59644,1.33067,0.89892,0.77351,3.96865e-05,3.96865e-05,3.96865e-05
97,35.7427,1.30432,1.72589,0.76586,0.83578,0.90846,0.94282,0.59674,1.3382,0.89167,0.77406,3.30832e-05,3.30832e-05,3.30832e-05
98,36.0739,1.32378,1.6847,0.75518,0.83578,0.90846,0.94282,0.59674,1.3382,0.89167,0.77406,2.64799e-05,2.64799e-05,2.64799e-05
99,36.4196,1.26348,1.67164,0.77132,0.84443,0.92175,0.94118,0.58972,1.3425,0.8845,0.77447,1.98766e-05,1.98766e-05,1.98766e-05
100,36.8603,1.53749,1.96172,0.76688,0.85919,0.91662,0.9427,0.59828,1.34712,0.87994,0.77497,1.32733e-05,1.32733e-05,1.32733e-05
