epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,9.15872,1.86673,2.3604,0.78931,0.02467,0.95833,0.51045,0.18467,2.36008,2.50794,0.91625,0.000266535,0.000266535,0.000266535
35,9.40297,1.45443,2.27744,0.8394,0.02467,0.95833,0.51045,0.18467,2.36008,2.50794,0.91625,0.000251309,0.000251309,0.000251309
36,9.66236,1.5133,2.22589,0.83761,0.5197,0.14734,0.40613,0.15914,2.25294,2.25352,0.91567,0.000236083,0.000236083,0.000236083
37,9.90367,1.84581,2.22917,0.78568,0.5197,0.14734,0.40613,0.15914,2.25294,2.25352,0.91567,0.000220857,0.000220857,0.000220857
38,10.1416,1.6113,2.31973,0.81546,0.5197,0.14734,0.40613,0.15914,2.25294,2.25352,0.91567,0.000205631,0.000205631,0.000205631
39,10.3975,1.68182,2.25446,0.83651,0.30228,0.25738,0.42955,0.18729,2.14721,2.05425,0.90929,0.000190404,0.000190404,0.000190404
40,10.6484,1.46611,2.25642,0.80913,0.30228,0.25738,0.42955,0.18729,2.14721,2.05425,0.90929,0.000175178,0.000175178,0.000175178
41,11.3295,1.5051,2.52954,0.82987,0.35428,0.4218,0.43574,0.19425,2.07155,1.90194,0.90142,0.000159952,0.000159952,0.000159952
42,11.5806,1.38058,2.36122,0.82496,0.35428,0.4218,0.43574,0.19425,2.07155,1.90194,0.90142,0.000144726,0.000144726,0.000144726
43,11.8281,1.49835,2.5132,0.80524,0.35428,0.4218,0.43574,0.19425,2.07155,1.90194,0.90142,0.0001295,0.0001295,0.0001295
44,12.0875,1.42028,2.60906,0.82578,0.44389,0.55824,0.48283,0.2095,2.01707,1.79635,0.89656,0.000114273,0.000114273,0.000114273
45,12.3319,1.40847,2.67275,0.83614,0.44389,0.55824,0.48283,0.2095,2.01707,1.79635,0.89656,9.90472e-05,9.90472e-05,9.90472e-05
46,12.5773,1.37068,2.37733,0.8403,0.44389,0.55824,0.48283,0.2095,2.01707,1.79635,0.89656,8.3821e-05,8.3821e-05,8.3821e-05
47,12.8307,1.37389,2.46967,0.82757,0.43734,0.58528,0.46624,0.21629,2.03601,1.73803,0.89769,6.85948e-05,6.85948e-05,6.85948e-05
48,13.0836,1.59845,2.5839,0.84618,0.43734,0.58528,0.46624,0.21629,2.03601,1.73803,0.89769,5.33686e-05,5.33686e-05,5.33686e-05
49,13.3378,1.4813,2.50482,0.82214,0.45682,0.6478,0.46413,0.21244,2.04328,1.68377,0.89775,3.81424e-05,3.81424e-05,3.81424e-05
50,13.5747,1.36883,2.31447,0.82878,0.45682,0.6478,0.46413,0.21244,2.04328,1.68377,0.89775,2.29162e-05,2.29162e-05,2.29162e-05
